X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-8126352.55021301,-4402832.26610781,53,1508066,-36.739312,-73.000267,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,PENCO,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,FREIRE, ,- FREIRE,100,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8051980.66633097,-4501335.54769356,54,1506822,-37.445133,-72.332173,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SOR VICENTA,LAGUNA VERDE,LAGUNA VERDE - SOR VICENTA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8198846.47428537,-4524203.15254807,55,1508278,-37.608048,-73.651491,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LEBU,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,PEDRO AGUIRRE CERDA,BULNES,BULNES - PEDRO AGUIRRE CERDA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8137656.7105446,-4409827.68288943,56,1506590,-36.789654,-73.101814,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,ROTONDA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ALEMANIA,PATRIA VIEJA,ALEMANIA - PATRIA VIEJA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8131248.27009861,-4414421.90532662,57,1506981,-36.822698,-73.044246,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,ONGOLMO,FREIRE,FREIRE - ONGOLMO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,1,0,1
-8131941.01128982,-4418593.79351236,58,1507012,-36.852692,-73.050469,2023/01/30 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO,IMPRUDENCIA DEL CONDUCTOR,PEDRO DE VALDIVIA,INGLESA,INGLESA - PEDRO DE VALDIVIA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-8131264.30010528,-4414065.49156644,59,1506498,-36.820135,-73.04439,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,OTROS NO CONSIDERADOS,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CRUZ, ,- CRUZ,1259,UNIDIRECCIONAL,ADOQUIN,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-8121277.71726673,-4384269.73324781,60,1506845,-36.605568,-72.954679,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,VICENTE PALACIOS,ALBERTO VERGARA,ALBERTO VERGARA - VICENTE PALACIOS,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8129833.62200961,-4425351.37366385,61,1506624,-36.901251,-73.031538,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CHIGUAYANTE,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,8 ORIENTE,LAS VIOLETAS,8 ORIENTE - LAS VIOLETAS,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8138666.71228456,-4402433.87315111,62,1507353,-36.736444,-73.110887,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,ALTO HORNO,GRAN BRETAÑA,ALTO HORNO - GRAN BRETAÑA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8136956.06566954,-4418779.93507549,63,1509586,-36.85403,-73.09552,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE LADO/FRENTE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ANDALUE, ,- ANDALUE,1795,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8077381.54774018,-4452717.06217069,64,1507026,-37.097581,-72.560353,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,YUMBEL,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ANIBAL PINTO, ,- ANIBAL PINTO,881,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8132054.22321195,-4410583.33268221,65,1508523,-36.79509,-73.051486,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,JOSE DE GARRO,GOBERNADOR JUAN HENRIQUEZ,GOBERNADOR JUAN HENRIQUEZ - JOSE DE GARRO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8053176.90557904,-4507305.2378808,66,1506838,-37.487697,-72.342919,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE POSTERIOR/POSTERIOR,CHOQUE,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,FRANCISCO ENCINA,LOS CARRERA,FRANCISCO ENCINA - LOS CARRERA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8088080.01872236,-4510527.68021256,67,1506898,-37.510663,-72.656459,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,NACIMIENTO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,JULIO HEMMELMANN,LOS CARRERA,JULIO HEMMELMANN - LOS CARRERA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,3,0,0,3
-8091554.74530798,-4509949.65551332,68,1506911,-37.506544,-72.687673,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,NACIMIENTO,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,FRANCISCO FIGUEROA,AMADOR SALAZAR,AMADOR SALAZAR - FRANCISCO FIGUEROA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8136773.50170464,-4417244.71235437,69,1509579,-36.842994,-73.09388,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,IMPRUDENCIA DEL CONDUCTOR,MICHIMALONCO, ,- MICHIMALONCO,1120,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8127937.8510814,-4432230.12476777,70,1506645,-36.950649,-73.014508,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CHIGUAYANTE,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,MANUEL RODRIGUEZ,LOS PINOS,LOS PINOS - MANUEL RODRIGUEZ,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8139085.16225046,-4407329.94400236,71,1510075,-36.771683,-73.114646,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,COLISION LATERAL,COLISION,URBANA,ROTONDA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COSTANERA,GRAN BRETAÑA,COSTANERA - GRAN BRETAÑA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8141663.43297672,-4400978.92071125,72,1513213,-36.725969,-73.137807,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,CARAMAVIDA, ,- CARAMAVIDA,503,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-8041364.57177198,-4541523.23392897,73,1506984,-37.731204,-72.236807,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,MULCHEN,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS ALERCES, ,- LOS ALERCES,1282,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8142426.75072509,-4419162.94063369,74,1509581,-36.856783,-73.144664,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION CONTRA SENTIDO DEL TRANSITO,IMPRUDENCIA DEL CONDUCTOR,4 NORTE, ,- 4 NORTE,1300,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8143530.81743478,-4451946.26490528,75,1507032,-37.092058,-73.154582,2023/01/31 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOTA,VOLCADURA,VOLCADURA,URBANA,TRAMO DE VIA CURVA HORIZONTAL,"VELOCIDAD NO REDUCIR CRUCE DE CALLES, CUMBRE, CURVA, ETC.",VELOCIDAD IMPRUDENTE,FERNANDO MAIRA, ,- FERNANDO MAIRA,1,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,1,0,0,0,0
-8132832.3464526,-4415565.20770607,76,1507810,-36.830919,-73.058476,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ARTURO PRAT, ,- ARTURO PRAT,411,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8120907.91391831,-4386000.21034727,77,1507042,-36.618046,-72.951357,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TOME,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,IMPRUDENCIA DEL CONDUCTOR,MANUEL MONTT, ,- MANUEL MONTT,1379,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,2,0,0
-8141733.23029745,-4419772.46684627,78,1506955,-36.861164,-73.138434,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE FRENTE/LADO,CHOQUE,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CALLE TRES NORTE,PORTAL SAN PEDRO,CALLE TRES NORTE - PORTAL SAN PEDRO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8056008.53946634,-4506250.85598308,79,1507115,-37.480181,-72.368356,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,CHOQUE POSTERIOR/LADO,CHOQUE,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PADRE HURTADO,VICUÑA MACKENNA,PADRE HURTADO - VICUÑA MACKENNA,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8143636.79359001,-4451209.43356692,80,1520979,-37.086778,-73.155534,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOTA,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,LA PAZ,PEDRO DE VALDIVIA,LA PAZ - PEDRO DE VALDIVIA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8051141.2060509,-4511565.08931046,81,1506980,-37.518055,-72.324632,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,IMPRUDENCIA DEL CONDUCTOR,LAS INDUSTRIAS, ,- LAS INDUSTRIAS,505,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,1,3,0,0,3
-8138892.69085087,-4410840.64951308,82,1506970,-36.796941,-73.112917,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,HUALPEN,COLISION,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,DESOBEDIENCIA A SEÑALIZACION,CRISTOBAL COLON,LOS COPIHUES,CRISTOBAL COLON - LOS COPIHUES,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8133347.31041701,-4409790.0130096,83,1508763,-36.789383,-73.063102,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION POR ALCANCE,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,JORGE ALESSANDRI RODRIGUEZ, ,- JORGE ALESSANDRI RODRIGUEZ,3515,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8139315.92755487,-4415497.1985693,84,1509951,-36.83043,-73.116719,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN PEDRO DE LA PAZ,CHOQUE FRENTE/POSTERIOR,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS PARQUES, ,- LOS PARQUES,333,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8140022.02708497,-4404573.25685439,85,1513215,-36.751844,-73.123062,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,VELOCIDAD NO RAZONABLE NI PRUDENTE,VELOCIDAD IMPRUDENTE,GRAN BRETAÑA, ,- GRAN BRETAÑA,2675,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,3,0,0,3
-8138076.16238591,-4416895.15881247,86,1510832,-36.840481,-73.105582,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,AMBROSIO O'HIGGINS,LOS DOMINICOS,AMBROSIO O'HIGGINS - LOS DOMINICOS,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8132065.24384154,-4411793.3736845,87,1510839,-36.803794,-73.051585,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,BELLAVISTA,LAUTARO,BELLAVISTA - LAUTARO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8139558.04744735,-4402858.93729761,88,1508759,-36.739504,-73.118894,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,VIRAJES INDEBIDOS,IMPRUDENCIA DEL CONDUCTOR,JUAN ANTONIO RIOS, ,- JUAN ANTONIO RIOS,1315,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8144474.25011925,-4437513.29415628,89,1511064,-36.988567,-73.163057,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CORONEL,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,IMPRUDENCIA DEL CONDUCTOR,MANUEL MONTT, ,- MANUEL MONTT,2501,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8141853.34402801,-4398853.4495905,90,1509140,-36.710664,-73.139513,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,VIRAJES INDEBIDOS,IMPRUDENCIA DEL CONDUCTOR,BAHIA SAN VICENTE, ,- BAHIA SAN VICENTE,1450,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8057256.65359712,-4505490.71748217,91,1509869,-37.474762,-72.379568,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RICARDO VICUÑA,VALLE DEL MONASTERIO,RICARDO VICUÑA - VALLE DEL MONASTERIO,0,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8096039.47363357,-4475144.19958738,92,1509241,-37.258102,-72.72796,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,SAN ROSENDO,CHOQUE LADO/LADO,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,ALMIRANTE LATORRE, ,- ALMIRANTE LATORRE,580,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8131823.34658805,-4418854.92127456,93,1507978,-36.854569,-73.049412,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,TRAMO DE VIA RECTA,CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE,IMPRUDENCIA DEL CONDUCTOR,PEDRO DE VALDIVIA, ,- PEDRO DE VALDIVIA,1813,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-8053176.90557904,-4507305.2378808,94,1507079,-37.487697,-72.342919,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION PERPENDICULAR,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,FRANCISCO ENCINA,LOS CARRERA,FRANCISCO ENCINA - LOS CARRERA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8129751.24558642,-4413290.54489708,95,1510842,-36.814562,-73.030798,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,JUAN BOSCO,COLLAO,COLLAO - JUAN BOSCO,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-8133088.82655938,-4416609.32074029,96,1507891,-36.838426,-73.06078,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,COSTANERA,RANCAGUA,COSTANERA - RANCAGUA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8138925.64142015,-4402540.27650767,97,1508750,-36.73721,-73.113213,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,CHOQUE FRONTAL,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GRAN BRETAÑA, ,- GRAN BRETAÑA,825,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8055191.00912596,-4504707.35136202,98,1507256,-37.469177,-72.361012,2023/02/01 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION FRONTAL,COLISION,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LINCOYAN,CRISTOBAL COLON,CRISTOBAL COLON - LINCOYAN,0,UNIDIRECCIONAL,CONCRETO,REGULAR,SECO,DESPEJADO,0,2,0,0,2
-8133750.95489062,-4407385.67148022,99,1508751,-36.772084,-73.066728,2023/02/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,TALCAHUANO,COLISION LATERAL,COLISION,URBANA,TRAMO DE VIA RECTA,SEÑALIZACION DESOBEDECER SEÑAL PARE,DESOBEDIENCIA A SEÑALIZACION,CALLE I,CALLE B,CALLE B - CALLE I,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8133574.84745619,-4415732.52037742,100,1508013,-36.832122,-73.065146,2023/02/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,COSTANERA,CENTRAL NORTE,CENTRAL NORTE - COSTANERA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8132446.51309751,-4414155.04583246,101,1514667,-36.820779,-73.05501,2023/02/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CONCEPCION,COLISION POR ALCANCE,COLISION,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAUPOLICAN,BULNES,BULNES - CAUPOLICAN,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-8052783.05722061,-4506744.08476351,102,1507360,-37.483697,-72.339381,2023/02/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,LOS ANGELES,COLISION LATERAL,COLISION,URBANA,CRUCE CON SEÑAL PARE,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,JORGE,SALVADOR REYES,JORGE - SALVADOR REYES,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-8170740.75188887,-4551529.32024922,103,1508070,-37.80226,-73.399013,2023/02/02 00:00:00+00,1899/12/30 00:00:00+00,8,REGION BIO BIO,CAÑETE,CHOQUE,CHOQUE,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VILLAGRAN, ,- VILLAGRAN,550,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
